Modes,CC
2.0,0.010583751063372178
3.0,0.021072316606626274
4.0,0.19264867391418275
5.0,0.04199246095488068
6.0,0.04986381061871629
7.0,0.07052566455362817
8.0,0.06953449276773231
9.0,0.1987062457572835
10.0,0.2005626144513475
11.0,0.1458346994261069
12.0,0.1249250614407723
13.0,0.13580038234628894
14.0,0.15835312816770503
15.0,0.19012993146310464
16.0,0.16434272393085714
17.0,0.16620640581395682
18.0,0.18589394485569813
19.0,0.17819381443114504
20.0,0.1692434966438962
21.0,0.1720419634812924
22.0,0.1847502615836039
23.0,0.17922245625668232
24.0,0.1792723411552611
25.0,0.1834931964020522
26.0,0.17023159196531282
27.0,0.16266978031054594
28.0,0.15836329447245542
29.0,0.15504540854742835
30.0,0.15032675707892465
31.0,0.14533218405430143
32.0,0.14331716337290773
33.0,0.1409989799862479
34.0,0.13924246724917247
35.0,0.14341621930151663
36.0,0.1480987066371697
37.0,0.15339559631941818
38.0,0.1585446492146524
39.0,0.16404834111680552
40.0,0.16998888567741138
41.0,0.17639432397644897
42.0,0.18244470246049385
43.0,0.18913167103341613
44.0,0.19713123842199587
45.0,0.20422957516594478
46.0,0.21299873046791554
47.0,0.21297717233777788
48.0,0.21322160176743202
49.0,0.21376334036499478
50.0,0.21449849517915875
51.0,0.21436526575596587
52.0,0.21441490631605173
53.0,0.21480467860649863
54.0,0.21519516851623816
55.0,0.21576608568804126
56.0,0.21575664600006983
57.0,0.21589847859436864
58.0,0.21617350404177685
59.0,0.2160533300793432
60.0,0.21610942852853485
61.0,0.2163228846157181
62.0,0.21971741292470548
63.0,0.2234009572901651
64.0,0.22702185929074892
65.0,0.23038977657228835
66.0,0.23408740098989347
67.0,0.2374261151686413
68.0,0.24071372713887865
69.0,0.24399252883900238
70.0,0.2472001601949297
71.0,0.2499197128238748
72.0,0.2528040528923494
73.0,0.25586462306352314
74.0,0.25509543628957343
75.0,0.254455269410712
76.0,0.2539275137216653
77.0,0.25330084600641395
78.0,0.2527557027852804
79.0,0.25231053941913273
80.0,0.25174384564308294
81.0,0.2513516729649066
82.0,0.2508878993985435
83.0,0.25157482698464484
84.0,0.25227691436809013
85.0,0.25299166740404516
86.0,0.25346387628088757
87.0,0.25393378763247915
88.0,0.25440084860688583
89.0,0.2556269302705269
90.0,0.2569389153019567
91.0,0.25799603528302717
92.0,0.2590338567994724
93.0,0.26008495038697
94.0,0.2605034313012065
95.0,0.26095359201873425
96.0,0.2614617481652449
97.0,0.2619360553823145
98.0,0.26244417682404564
99.0,0.2629622931589543
100.0,0.26342574095475174
101.0,0.263901791638533
102.0,0.2641523258738063
103.0,0.264447023257388
104.0,0.2646784587247554
105.0,0.26494901921213965
106.0,0.26522551750493617
107.0,0.2646973355640601
108.0,0.2641442586445355
109.0,0.2636335147483667
110.0,0.2630465864993188
111.0,0.2626604908682919
112.0,0.2622181159472664
113.0,0.26172412135161205
114.0,0.26127022390123145
115.0,0.26085281163898555
116.0,0.26075936952992507
117.0,0.26066789018555536
118.0,0.26056660499819584
119.0,0.26044428987744644
120.0,0.2603323184880356
121.0,0.2602008462193524
122.0,0.26005966457397245
123.0,0.2599110555459465
124.0,0.25976172731917513
125.0,0.2596123087995714
126.0,0.2594672879708216
127.0,0.2593264958553031
128.0,0.2605132850699122
129.0,0.2616549006162998
130.0,0.26275065085352745
131.0,0.26339436353423384
132.0,0.2640336416796782
133.0,0.2646628158540733
134.0,0.2652920834007556
135.0,0.265907134763677
136.0,0.2665129515161213
137.0,0.26710967394476043
138.0,0.26764264495266665
139.0,0.26817776660781784
140.0,0.2686955042478289
141.0,0.2692085381431704
142.0,0.26971844739478207
143.0,0.2702141200376463
144.0,0.27071170527774907
145.0,0.2712111257944416
146.0,0.2709353636739229
147.0,0.2706726745512737
148.0,0.27042236088107896
149.0,0.2701529790521698
150.0,0.2698915674953729
151.0,0.2696336057723214
152.0,0.26938295510871385
153.0,0.2691452520039186
154.0,0.26893372467237026
155.0,0.26873064937861313
156.0,0.26851017285651
157.0,0.26831702247732053
158.0,0.26890578340535404
159.0,0.26948971340564265
160.0,0.2700688728242958
161.0,0.2705811194633268
162.0,0.27108071478787266
163.0,0.2715861438901831
164.0,0.272072401477233
165.0,0.27255497314572125
166.0,0.2731510400164794
167.0,0.27306639689650664
168.0,0.2729932960834493
169.0,0.2729311556383387
170.0,0.2730113407770964
171.0,0.2730967253895058
172.0,0.27317739026572274
173.0,0.27326298701313934
174.0,0.273351049135891
175.0,0.27327632639285104
176.0,0.2732072832282614
177.0,0.2731418183767645
178.0,0.2730745388693587
179.0,0.27310932447901803
180.0,0.2731477511231885
181.0,0.2731896463452974
182.0,0.27269882088018677
183.0,0.27222690075252526
184.0,0.2717661265179223
185.0,0.27130548268189497
186.0,0.27086836511144835
187.0,0.270436645412769
188.0,0.27000573161904085
189.0,0.26960117588131605
190.0,0.2692049481471943
191.0,0.2696771907463941
192.0,0.2701462300245436
193.0,0.27060844484137087
194.0,0.2710628167638298
195.0,0.2715128754842514
196.0,0.2718987892768786
197.0,0.2722807435082381
198.0,0.2726588030648455
199.0,0.27303143705340327
200.0,0.27337325769144727
201.0,0.27371102340617465
202.0,0.2740448050885177
203.0,0.27439216031466257
204.0,0.2747360556630054
205.0,0.2750765388824943
206.0,0.2755035997379086
207.0,0.275932666219637
208.0,0.27635453499748047
209.0,0.2767782879845923
210.0,0.2771989006213545
211.0,0.2776408097542949
212.0,0.2780848959465214
213.0,0.2785235604816428
214.0,0.2789596186039615
215.0,0.2792913767199585
216.0,0.2796197269144626
217.0,0.27994470086837625
218.0,0.28024847327861296
219.0,0.2805479075814174
220.0,0.2808399183101792
221.0,0.28112767363787566
222.0,0.28139614387706585
223.0,0.2816628882296285
224.0,0.2819257810344598
225.0,0.2821796445593876
226.0,0.2824335161768216
227.0,0.2826571910098296
228.0,0.28288043932754786
229.0,0.28310325400976977
230.0,0.28331165709535866
231.0,0.28351775111781313
232.0,0.2837204484204639
233.0,0.28392398531411783
234.0,0.28412456066315966
235.0,0.2843374044811657
236.0,0.2845478938418425
237.0,0.28475606241149565
238.0,0.2849539409335311
239.0,0.28514740920887194
240.0,0.2853399741799059
241.0,0.2855316696045156
242.0,0.285784049782538
243.0,0.28603541957578166
244.0,0.28628306594690944
245.0,0.2865217468872172
246.0,0.2867607268662976
247.0,0.2870081257809527
248.0,0.2872517846877821
249.0,0.28749171838298887
250.0,0.28772807398981276
251.0,0.2880136141599765
252.0,0.28829673253471616
253.0,0.28857745859400613
254.0,0.2886967336573195
255.0,0.2888144167466234
256.0,0.2889310010038245
257.0,0.28904644064044593
258.0,0.289133727929686
259.0,0.2892218223152379
260.0,0.2893064428587859
261.0,0.28939015409764834
262.0,0.28947392701381364
263.0,0.28956964523392276
264.0,0.28966430586400665
265.0,0.28975792673084655
266.0,0.28983743465767636
267.0,0.2899177094892921
268.0,0.28999871337925776
269.0,0.29004291036837115
270.0,0.29008797515876344
271.0,0.29013823712882636
272.0,0.29018689760335076
273.0,0.2902930566592327
274.0,0.2904006121241054
275.0,0.29050949229323675
276.0,0.29054514566612855
277.0,0.29058634652190274
278.0,0.29062332255881906
279.0,0.29066504724253467
280.0,0.29071019689574773
281.0,0.2908402491650276
282.0,0.2909684471309886
283.0,0.2910952388419867
284.0,0.29122019941825966
285.0,0.2913529229945989
286.0,0.29148642137268754
287.0,0.2916184362380457
288.0,0.2917451913016819
289.0,0.29187420283206394
290.0,0.29205070728548127
291.0,0.29222642240510044
292.0,0.2924005139631094
293.0,0.29257147466338157
294.0,0.2927421697229012
295.0,0.2929054244426168
296.0,0.29306721876821784
297.0,0.29322733886666896
298.0,0.2933859071206439
299.0,0.2935366011786825
300.0,0.2936862546017981
301.0,0.2938348762668052
302.0,0.2938366117835327
303.0,0.29383814339652387
304.0,0.2938394735761697
305.0,0.29384918924913966
306.0,0.2938588170374323
307.0,0.2938687036753817
308.0,0.2938781009308622
309.0,0.29385008724614303
310.0,0.29382230039096136
311.0,0.2937947380858847
312.0,0.29377710087567654
313.0,0.2937595404354843
314.0,0.2937422861560864
315.0,0.29372416126082296
316.0,0.2937065222027131
317.0,0.2936664625162374
318.0,0.2936261082412926
319.0,0.2935854634337113
320.0,0.29350788720193405
321.0,0.2934298554040049
322.0,0.2933514039337422
323.0,0.29327271981473724
324.0,0.2931945316617088
325.0,0.2930956239363971
326.0,0.29288698046075146
327.0,0.2926779985506736
328.0,0.2924696183556794
329.0,0.29225970821445546
330.0,0.29205021804097747
331.0,0.291824594798638
332.0,0.29160107458871437
333.0,0.29137774628985497
334.0,0.2911543802301081
335.0,0.2910223034489013
336.0,0.2908922293210984
337.0,0.2907599575126235
338.0,0.29063328794705684
339.0,0.2905057377610661
340.0,0.29034867276193815
341.0,0.2901935489621561
342.0,0.290039643713561
343.0,0.2898881217611111
344.0,0.2897793021699591
345.0,0.2896724309557905
346.0,0.28956747367817215
347.0,0.28941625344531186
348.0,0.28926582842916326
349.0,0.28911619524194443
350.0,0.28889424432946015
351.0,0.2886741426530194
352.0,0.28845586988957017
353.0,0.2883846398120313
354.0,0.288314270424598
355.0,0.28824474714188963
356.0,0.28819079459302255
357.0,0.28813678391714476
358.0,0.28808432334743517
359.0,0.28803119690538403
360.0,0.2879786966124471
361.0,0.28800226278560964
362.0,0.28798146945089265
363.0,0.28802166304348426
364.0,0.28806162256667567
365.0,0.28810081541081933
366.0,0.28813943878221276
367.0,0.2881776167657742
368.0,0.2882095150903235
369.0,0.2882411173901213
370.0,0.2882724267795083
371.0,0.28831308802893013
372.0,0.2883539050276378
373.0,0.28839487385833923
374.0,0.2884302929449677
375.0,0.28846536200433204
376.0,0.28850008484673667
377.0,0.28853036760262707
378.0,0.2885604802230523
379.0,0.288590392076905
380.0,0.2886200481991935
381.0,0.28864972468811234
382.0,0.2886790021577616
383.0,0.28870808308190243
384.0,0.2887367322197838
385.0,0.28876513316536984
386.0,0.2888202517575016
387.0,0.2888749214572647
388.0,0.28892842076465136
389.0,0.28898159512899385
390.0,0.2890343302187609
391.0,0.2890874470955809
392.0,0.28914060098543237
393.0,0.2891935217419942
394.0,0.2892455489308206
395.0,0.28924525090866415
396.0,0.28924438887382786
397.0,0.2892434967727607
398.0,0.2892429596202406
399.0,0.28923107935210124
400.0,0.2892193140245958
401.0,0.28920763657129256
402.0,0.28919575600599295
403.0,0.2891840845929785
404.0,0.28920080307582763
405.0,0.28921746380448854
406.0,0.28923386591970923
407.0,0.2892498983548107
408.0,0.2892277595399165
409.0,0.28920586383394165
410.0,0.2891839795353331
411.0,0.28916170315819867
412.0,0.2891394467713321
413.0,0.28911595466967316
414.0,0.2890931441783006
415.0,0.2890710049760587
416.0,0.2891739055264372
417.0,0.2892762450182427
418.0,0.28937802667000057
419.0,0.28940271111498295
420.0,0.2894270586367374
421.0,0.2894515384722899
422.0,0.2894751101186968
423.0,0.28949873852470154
424.0,0.2894861243889604
425.0,0.28947354771654654
426.0,0.2894610083864675
427.0,0.2894939787126637
428.0,0.28952662864705425
429.0,0.28955896110974444
430.0,0.2895801899280425
431.0,0.2896009510570598
432.0,0.28962261412374657
433.0,0.28964380715554383
434.0,0.2897388972311062
435.0,0.28983330000388113
436.0,0.28992701858189573
437.0,0.2900200582840795
438.0,0.2901126383027676
439.0,0.2902046335530515
440.0,0.2902962816564126
441.0,0.29038700982808463
442.0,0.29047735907032834
443.0,0.29046566933918605
444.0,0.29045408948397783
445.0,0.2904426184157319
446.0,0.29045169423814543
447.0,0.29046070076988245
448.0,0.29046916507251896
449.0,0.29047813278516155
450.0,0.2904867500686894
451.0,0.2905204319533497
452.0,0.29055406671789763
453.0,0.2905876543186181
454.0,0.2905820718257977
455.0,0.2907362253220437
456.0,0.2908907411751974
457.0,0.2910444149673509
458.0,0.29119730064806193
459.0,0.2913503461844737
460.0,0.2913972225407398
461.0,0.29144396312586773
462.0,0.29149045484643177
463.0,0.29153681288416256
464.0,0.2915817560786334
465.0,0.29162665134613347
466.0,0.2916714986893291
467.0,0.29182187923813374
468.0,0.29197221592890177
469.0,0.2921221395519052
470.0,0.29227169070826015
471.0,0.29232592935364216
472.0,0.2923800335952634
473.0,0.2924338037543765
474.0,0.2924876401091796
475.0,0.2925411982007157
476.0,0.29258975489642564
477.0,0.2926452631172311
478.0,0.29270048545163635
479.0,0.292755392703846
480.0,0.2928103345223122
481.0,0.2928648704820295
482.0,0.292917533980682
483.0,0.29297000470785683
484.0,0.29302228359246374
485.0,0.293055767530287
486.0,0.29308902427223066
487.0,0.2931220554431838
488.0,0.29315614601204854
489.0,0.29318982247713166
490.0,0.29322308539564745
491.0,0.29325593491699087
492.0,0.2932877684664656
493.0,0.29331941382931104
494.0,0.29335075276842904
495.0,0.2933813526425935
496.0,0.2934118031755806
497.0,0.2934581379384974
498.0,0.29350436226651877
499.0,0.29355018525502014
500.0,0.29359565138324584
501.0,0.2936410368803381
502.0,0.2936861317450269
503.0,0.29373098050918817
504.0,0.29377558498071205
505.0,0.2938199876612125
506.0,0.2938894126374166
507.0,0.29395863258322574
508.0,0.29402721372372403
509.0,0.2940954188018616
510.0,0.2941633368690088
511.0,0.29420531724301285
