Modes,CC
2.0,0.011320129245344639
3.0,0.022614403960209875
4.0,0.41000942454201655
5.0,0.04548708629490101
6.0,0.09076248407072471
7.0,0.10360608698364414
8.0,0.07814669748341668
9.0,0.414952306779197
10.0,0.41596509217677
11.0,0.1986459110684522
12.0,0.18068859772289267
13.0,0.19421814659742967
14.0,0.23888509933075905
15.0,0.4047690185211151
16.0,0.27014676212606403
17.0,0.2773211208147776
18.0,0.3914848809785337
19.0,0.29525695828272386
20.0,0.2850051126853241
21.0,0.31926380508507496
22.0,0.39658964993847545
23.0,0.34934927666380616
24.0,0.35206650426914954
25.0,0.39425579032127117
26.0,0.30517728768146657
27.0,0.24805141609072506
28.0,0.2098747852944502
29.0,0.179564944441957
30.0,0.1483053074409276
31.0,0.12481557498564479
32.0,0.10739373000180111
33.0,0.0917080323617887
34.0,0.08087529538977473
35.0,0.09946163333283004
36.0,0.12090985263226871
37.0,0.14623267214073707
38.0,0.17282114656651532
39.0,0.20255869449118644
40.0,0.23577340195956903
41.0,0.2724555270385466
42.0,0.3054000165051406
43.0,0.3434700706895931
44.0,0.3790171472051065
45.0,0.40258290916251527
46.0,0.43025520313375876
47.0,0.42381561174227295
48.0,0.41943540153330927
49.0,0.41661969310199237
50.0,0.4147018408921812
51.0,0.4085329824573287
52.0,0.40487117882314094
53.0,0.40357159185573255
54.0,0.40151023591733814
55.0,0.4014784250079032
56.0,0.39404185633907574
57.0,0.3875544021222382
58.0,0.3818737237818506
59.0,0.37654133543824775
60.0,0.3724950804637732
61.0,0.3695422236333481
62.0,0.3792816952361379
63.0,0.3895928387941117
64.0,0.39902056905467176
65.0,0.40746333559663694
66.0,0.4171725201843246
67.0,0.4236008254844277
68.0,0.42914398306491397
69.0,0.4343455059981421
70.0,0.43902875532004415
71.0,0.4409641210860379
72.0,0.44301070152277083
73.0,0.44515194863728047
74.0,0.44376563019463783
75.0,0.44302988650509184
76.0,0.4415757966321891
77.0,0.4396106459745298
78.0,0.4377565801129047
79.0,0.4347847963800308
80.0,0.43171035528572127
81.0,0.42895311456727325
82.0,0.4260680333351101
83.0,0.42724053274276796
84.0,0.4283107311466485
85.0,0.4292812278533684
86.0,0.42975275852018835
87.0,0.4297668338776749
88.0,0.4297075633793769
89.0,0.42960614691719995
90.0,0.42909498933604456
91.0,0.4286277458480855
92.0,0.43058979268539976
93.0,0.4326122081447493
94.0,0.4346947125187999
95.0,0.43618158944581703
96.0,0.43764599910583557
97.0,0.43908825919334893
98.0,0.4401144092364784
99.0,0.44110958697842517
100.0,0.4420617701003741
101.0,0.4429665493311296
102.0,0.44342401349834176
103.0,0.4438587713200762
104.0,0.44434888790190674
105.0,0.4447686801937876
106.0,0.4452079771189699
107.0,0.4466516214818251
108.0,0.4477570373007294
109.0,0.44853635718780716
110.0,0.44796251357286704
111.0,0.44743914123134654
112.0,0.4469415683440783
113.0,0.4464747320276815
114.0,0.4460530578179216
115.0,0.4454849385622587
116.0,0.4449273068652867
117.0,0.4443711749247931
118.0,0.44382458016148396
119.0,0.44313479634722375
120.0,0.44251011060029427
121.0,0.44194575287267
122.0,0.4411450235285289
123.0,0.4415614405673942
124.0,0.4420122103176679
125.0,0.44249605701749956
126.0,0.44152216561812374
127.0,0.44056041609209623
128.0,0.4395179369859452
129.0,0.43843375109913507
130.0,0.43735593538969725
131.0,0.43817422032537606
132.0,0.43900550425980045
133.0,0.43982583094456484
134.0,0.4406855140255835
135.0,0.4399815045389287
136.0,0.4393060373002545
137.0,0.4386579705518791
138.0,0.43928330834046925
139.0,0.4399338387428777
140.0,0.44060798562701126
141.0,0.44125975564283343
142.0,0.44195142440658197
143.0,0.44258529879209213
144.0,0.4432385587828796
145.0,0.4439106273901431
146.0,0.4437549005856025
147.0,0.4436408826379619
148.0,0.4435658765951069
149.0,0.44344147172234927
150.0,0.44331420802827376
151.0,0.44318992573520066
152.0,0.44306491244780527
153.0,0.44287175794436506
154.0,0.4426385674680844
155.0,0.4425131973056675
156.0,0.4423900169955555
157.0,0.442252202088036
158.0,0.44221271631474096
159.0,0.44219981125476043
160.0,0.4422124407992519
161.0,0.4418723666844804
162.0,0.4415557851880887
163.0,0.44126177017501417
164.0,0.44104175411981433
165.0,0.44083879454071584
166.0,0.4406339292021186
167.0,0.4404419639228172
168.0,0.44026177708151804
169.0,0.4398847502181657
170.0,0.43951766220940197
171.0,0.4391700656907696
172.0,0.43882818473638585
173.0,0.4386382193226194
174.0,0.4384737870664235
175.0,0.4383339488931359
176.0,0.43831401343727144
177.0,0.43830501140361533
178.0,0.4382975531270813
179.0,0.4382632526096255
180.0,0.4382479569234622
181.0,0.43832525676535405
182.0,0.43900690556829736
183.0,0.4397009361068381
184.0,0.44038026172941064
185.0,0.44107582836860426
186.0,0.44175985799836076
187.0,0.44242569998104075
188.0,0.44311238865716546
189.0,0.44377898030240764
190.0,0.44445914484559296
191.0,0.44452332490461915
192.0,0.444589896844162
193.0,0.4446697511020452
194.0,0.44474441264502623
195.0,0.44483798538667685
196.0,0.4449395646366992
197.0,0.4450199760072648
198.0,0.44509001862094166
199.0,0.44519121016385216
200.0,0.44598270160527786
201.0,0.4467519405210511
202.0,0.4474905362968496
203.0,0.44820126865247145
204.0,0.44888673911239535
205.0,0.44950502034895085
206.0,0.4501047550073582
207.0,0.4506870414517461
208.0,0.4512407517519541
209.0,0.45173624583438005
210.0,0.4522109586009863
211.0,0.4526656176441823
212.0,0.4530650814081767
213.0,0.4534483570371513
214.0,0.45381600552428114
215.0,0.45357516547876264
216.0,0.4533050785496981
217.0,0.45303265725173647
218.0,0.45275130133070723
219.0,0.4524441015151063
220.0,0.45205980684297675
221.0,0.45167663048811696
222.0,0.4512945870794235
223.0,0.45080690390115136
224.0,0.450314430460874
225.0,0.4497923833441628
226.0,0.4492667777431719
227.0,0.4487084697134507
228.0,0.44813817798667516
229.0,0.4475563291708998
230.0,0.44691426998709993
231.0,0.44625421232366097
232.0,0.4455766511876065
233.0,0.4448632058341526
234.0,0.4441205027297488
235.0,0.443350324924638
236.0,0.44255278435019096
237.0,0.44167939999667905
238.0,0.4407997954231296
239.0,0.4398949605647555
240.0,0.43894612957501
241.0,0.4379966822286873
242.0,0.4369628788680954
243.0,0.43592767203711325
244.0,0.4348637121252065
245.0,0.43378868133674153
246.0,0.4327058649222423
247.0,0.431516277706595
248.0,0.43032058925179617
249.0,0.4291193136749777
250.0,0.42790996861785124
251.0,0.4266879958870965
252.0,0.4254566084504032
253.0,0.42421503754802986
254.0,0.42458093427225846
255.0,0.42494621930785836
256.0,0.4253108610595528
257.0,0.42558851147149956
258.0,0.42586552383216164
259.0,0.4261373361167123
260.0,0.42640618380241685
261.0,0.4266734683841886
262.0,0.4266240034348794
263.0,0.42657909792894766
264.0,0.4265424334258742
265.0,0.42650645911203544
266.0,0.42674915785297746
267.0,0.4269929739817382
268.0,0.4272378453193099
269.0,0.42747202808146584
270.0,0.4277155276773103
271.0,0.4279526246831201
272.0,0.42819132326930814
273.0,0.42845745317807465
274.0,0.4283999404620918
275.0,0.42834941256801173
276.0,0.42829404151350775
277.0,0.42824906233347176
278.0,0.4282038721432157
279.0,0.4283757144243654
280.0,0.42855318558567834
281.0,0.42873611365824005
282.0,0.4288891515007271
283.0,0.4290449119496669
284.0,0.4291959845297068
285.0,0.4293506914262895
286.0,0.4295051018136383
287.0,0.42912426745910265
288.0,0.42874593662116867
289.0,0.4283818144957609
290.0,0.42801746627659576
291.0,0.4276604805566591
292.0,0.4279503352461988
293.0,0.4275361521029514
294.0,0.42712928705066033
295.0,0.4267267613308946
296.0,0.42632286153972637
297.0,0.4264971284513648
298.0,0.4266712967415008
299.0,0.42684624236118013
300.0,0.4270155233293727
301.0,0.42718695552461083
302.0,0.4274230280136571
303.0,0.42765784117561895
304.0,0.42789140215711635
305.0,0.4278348341886782
306.0,0.4277809728836
307.0,0.42772975132624175
308.0,0.4276705753989221
309.0,0.42761186727555983
310.0,0.4275537175684924
311.0,0.427496680578882
312.0,0.42743266096650145
313.0,0.42737009333061343
314.0,0.4273118611302886
315.0,0.4272508591035374
316.0,0.4271934831727314
317.0,0.4272061044028242
318.0,0.4272210353881231
319.0,0.42723559413957285
320.0,0.4272499602668584
321.0,0.42726647573929943
322.0,0.4272946376441976
323.0,0.42732365438239356
324.0,0.42735548203148643
325.0,0.42738679727969975
326.0,0.42740097285823336
327.0,0.4274170633104587
328.0,0.4274350170784236
329.0,0.4274570011295738
330.0,0.42748345133044596
331.0,0.42750993589661324
332.0,0.42753810965350275
