Modes,CC
2.0,0.0035422788497671475
3.0,0.007070626646677571
4.0,0.09768983470854706
5.0,0.01344102496589722
6.0,0.050306021280494224
7.0,0.023109096719540298
8.0,0.021365189794867553
9.0,0.09013086103753912
10.0,0.08764023865763297
11.0,0.046776464032190254
12.0,0.041933451314785354
13.0,0.04097373074713643
14.0,0.05209989583845425
15.0,0.07410481954828342
16.0,0.05127363271512705
17.0,0.049212210819173936
18.0,0.059382330435180854
19.0,0.04870506460754211
20.0,0.04906677013140802
21.0,0.05208188352746363
22.0,0.06359502022156731
23.0,0.05780215248983462
24.0,0.05721872366197098
25.0,0.06050961928993771
26.0,0.03187312572810677
27.0,0.011836212186610538
28.0,-0.00423152252693077
29.0,-0.01790028366575053
30.0,-0.029014886035064618
31.0,-0.03798184323798616
32.0,-0.04564300725389886
33.0,-0.05294935459603367
34.0,-0.05946859432309572
35.0,-0.04897655988495425
36.0,-0.03824706937509057
37.0,-0.027049451535514996
38.0,-0.015203518119068518
39.0,-0.0026878286876398975
40.0,0.010546793644795936
41.0,0.024600216179122062
42.0,0.03878077121352986
43.0,0.054305236615117075
44.0,0.06940235554477589
45.0,0.08578343480252526
46.0,0.10371604962999798
47.0,0.10197088034451567
48.0,0.10068477025464756
49.0,0.09974199512755726
50.0,0.099063764921562
51.0,0.09770220185183767
52.0,0.09676598814142687
53.0,0.09610701915240347
54.0,0.09527538092375026
55.0,0.09488172484141916
56.0,0.09356953704879667
57.0,0.09246286292272589
58.0,0.0915343110054752
59.0,0.09066713083087034
60.0,0.08996177124051544
61.0,0.08939861978244158
62.0,0.095410859521567
63.0,0.10123222804409797
64.0,0.10738393636372046
65.0,0.11341679219752601
66.0,0.11945821843746368
67.0,0.1248934361447699
68.0,0.13026613855090702
69.0,0.13559503991081934
70.0,0.14086593820579243
71.0,0.14610606275265692
72.0,0.1514079557702516
73.0,0.1567822054089515
74.0,0.1582539658428702
75.0,0.15986612774757822
76.0,0.16160963529365027
77.0,0.1628268443574039
78.0,0.16409435062561634
79.0,0.16540814457824451
80.0,0.16647967357949017
81.0,0.1676228878486439
82.0,0.1687332921081306
83.0,0.16990927097169398
84.0,0.17094909680722367
85.0,0.17208599052711737
86.0,0.1732318450249658
87.0,0.17436567594187413
88.0,0.17559220273321802
89.0,0.17192115874545658
90.0,0.1683090977900507
91.0,0.16475838280868338
92.0,0.16116057807496467
93.0,0.15768068775534888
94.0,0.15421327305793645
95.0,0.15072287264546855
96.0,0.14736677763185696
97.0,0.14407266074523994
98.0,0.14114910643735065
99.0,0.13819399803347057
100.0,0.13534468962015891
101.0,0.13255468264659442
102.0,0.1297912679794578
103.0,0.12714004508572344
104.0,0.12446690094058468
105.0,0.12188255450671846
106.0,0.11938291919945158
107.0,0.12335907338841107
108.0,0.12738459587249593
109.0,0.13138369234118816
110.0,0.13545431162274332
111.0,0.13956330714031234
112.0,0.14354626104445986
113.0,0.14755935383864918
114.0,0.15162816010480334
115.0,0.1556895613299091
116.0,0.15922708283875756
117.0,0.16275450612475548
118.0,0.16625895538109484
119.0,0.16975259442972485
120.0,0.1731907905150381
121.0,0.17660557017018638
122.0,0.17999622507138124
123.0,0.18319386826304215
124.0,0.18637571947498194
125.0,0.18950686631363323
126.0,0.1926279757356975
127.0,0.19572177435636567
128.0,0.1987524270317847
129.0,0.20175423924196464
130.0,0.20472703121768598
131.0,0.20616906534332
132.0,0.20759118541532234
133.0,0.20902461002550687
134.0,0.21044229882252855
135.0,0.2118488245461815
136.0,0.21322940062980641
137.0,0.21461279871378
138.0,0.2159989663036814
139.0,0.2173969558499891
140.0,0.21880322743896344
141.0,0.22018662131897607
142.0,0.22156524277657233
143.0,0.22289877965417199
144.0,0.22422426286836483
145.0,0.22554183441044132
146.0,0.22793507712586528
147.0,0.23030458863477732
148.0,0.23265417002332947
149.0,0.23498048832982465
150.0,0.23724640845440234
151.0,0.23949836833533333
152.0,0.24173632281733465
153.0,0.2439560540457566
154.0,0.2461795514600431
155.0,0.24835764427286114
156.0,0.25050341581900654
157.0,0.2526484939156833
158.0,0.2540607751034147
159.0,0.25544990893974984
160.0,0.2568162541797812
161.0,0.2580780842151619
162.0,0.25930592869303765
163.0,0.2604986053194485
164.0,0.26165844174590264
165.0,0.26272757505757127
166.0,0.26379213491704734
167.0,0.2647970775506197
168.0,0.2657728768650467
169.0,0.2667377765350338
170.0,0.2679341887674635
171.0,0.2690859327460177
172.0,0.27019191255207425
173.0,0.2708968496637549
174.0,0.2715874077127504
175.0,0.2722342541847613
176.0,0.2728953818355487
177.0,0.2734274259056185
178.0,0.27396604158487314
179.0,0.27445764696115615
180.0,0.27493882936665065
181.0,0.27542513609314806
182.0,0.276310034696206
183.0,0.27720870749182835
184.0,0.278094485524173
185.0,0.27893006771910456
186.0,0.27973709069492825
187.0,0.28052401197440346
188.0,0.28129859208837726
189.0,0.28204776946862065
190.0,0.2827715049053492
191.0,0.2856427026453681
192.0,0.2885049263766831
193.0,0.2913607640676893
194.0,0.29419096653309973
195.0,0.29684745880240143
196.0,0.2994908600568857
197.0,0.3020956811271095
198.0,0.3046768534769992
199.0,0.3072646884280158
200.0,0.309745465640555
201.0,0.31221122697285436
202.0,0.3146619700269851
203.0,0.31681863201640936
204.0,0.318955705791428
205.0,0.32108019433390367
206.0,0.3231864153992742
207.0,0.32517118744737217
208.0,0.32714180629390033
209.0,0.3290882726994041
210.0,0.33102442277600536
211.0,0.33294207483448046
212.0,0.3335387306594177
213.0,0.3341238749525971
214.0,0.334694913652341
215.0,0.33525482667356293
216.0,0.3355201907348536
217.0,0.33577072388362306
218.0,0.33600672365900885
219.0,0.33657071004622785
220.0,0.33712441740772053
221.0,0.3376761451328457
222.0,0.3382035584941116
223.0,0.3387289758820939
224.0,0.3390403636247497
225.0,0.33934654470757086
226.0,0.3396476060524974
227.0,0.3404020542525611
228.0,0.34115414592319193
229.0,0.3419038648682621
230.0,0.3426755893900101
231.0,0.343445064846454
232.0,0.3442043095861913
233.0,0.34495172141499425
234.0,0.3456981495972936
235.0,0.3460230335718346
236.0,0.34634675633761014
237.0,0.3466693106635323
238.0,0.3469995488131252
239.0,0.34732535788345104
240.0,0.34764628378088525
241.0,0.3479631714239645
242.0,0.34822365268011235
243.0,0.34848984930486143
244.0,0.3487268631847481
245.0,0.3489611316577383
246.0,0.3491902834666635
247.0,0.3498888629887448
248.0,0.3505816546773716
249.0,0.3512687339048489
250.0,0.35195399064883026
251.0,0.3526403124783563
252.0,0.35331969054371604
253.0,0.3539981496777149
254.0,0.3543083087344288
255.0,0.354618317195264
256.0,0.354926607261355
257.0,0.3552349737756392
258.0,0.3555378531444205
259.0,0.3558368143396739
260.0,0.3561364014003584
261.0,0.3564317904516951
262.0,0.35672479532229656
263.0,0.35703923942795673
264.0,0.35735165231323957
265.0,0.3576620485286776
266.0,0.357982578851185
267.0,0.3583037957005542
268.0,0.35862563710725576
269.0,0.3624294344212249
270.0,0.36623226570725603
271.0,0.3700405723562258
272.0,0.3738334870232702
273.0,0.3776314928265623
274.0,0.3813479391110528
275.0,0.3850597420296304
276.0,0.38876621758601076
277.0,0.3924611564947912
278.0,0.39607692185385796
279.0,0.3996856821900897
280.0,0.4032868272008657
281.0,0.4055301820266879
282.0,0.40775734572891903
283.0,0.40997163462319
284.0,0.4121756435719715
285.0,0.41529919232154683
286.0,0.41840969642273157
287.0,0.42149970191804775
288.0,0.4245782519883212
289.0,0.427220007674427
290.0,0.42984488431143075
291.0,0.4324527030177454
292.0,0.4344552522402329
293.0,0.436445355929025
294.0,0.43841844634483085
295.0,0.4403673793275997
296.0,0.442312309650069
297.0,0.4459226848328209
298.0,0.4495097518458274
299.0,0.4530728131532871
300.0,0.4556028608436803
301.0,0.4581079643980109
302.0,0.4605980897768279
303.0,0.4630529131581438
304.0,0.46549040411983594
305.0,0.4687843744660706
306.0,0.4720515678664901
307.0,0.47529144881290447
308.0,0.4780737365112685
309.0,0.4808236321425547
310.0,0.4835475568396804
311.0,0.48623853760586966
312.0,0.4890462597360799
313.0,0.49182143740622725
314.0,0.49456377282138947
315.0,0.49728409567474924
316.0,0.4999794813162288
317.0,0.5031262940267415
318.0,0.5059660917562464
319.0,0.5087739373453519
320.0,0.5115495305794189
321.0,0.5143255905682897
322.0,0.5170714563315969
323.0,0.5197697020218591
324.0,0.5224302797241897
325.0,0.5250562862154289
326.0,0.5253763443840498
327.0,0.5256871366210565
328.0,0.5259887648579165
329.0,0.5262669068686311
330.0,0.5265290267605192
331.0,0.5267753168070635
332.0,0.5270502120498224
333.0,0.5273148208340849
334.0,0.5275625226605815
335.0,0.527795608935909
336.0,0.5280193547896886
337.0,0.5284397819925264
338.0,0.5288350815297191
339.0,0.5292274995185209
340.0,0.5296236789785921
341.0,0.530003522766827
342.0,0.5301482776690479
343.0,0.5302816946613504
344.0,0.5304003572850832
345.0,0.5305080446877454
