Clusters,Quality score,Unique
180.0,3.2029758350223396,12.0
182.0,3.1808152103174243,13.0
184.0,3.2113072041864084,13.0
186.0,3.293475329278688,13.0
188.0,3.3136761208673136,12.0
190.0,3.3948335643332515,10.0
192.0,3.3930903521802405,8.0
194.0,3.436417964883274,8.0
196.0,3.4480241364962345,10.0
198.0,3.5501993218491608,12.0
200.0,3.6334106444600014,11.0
202.0,3.6028099884801383,11.0
204.0,3.784379862795693,11.0
206.0,3.7759752346382407,16.0
208.0,3.7617239638649114,12.0
210.0,3.8477508310921005,13.0
212.0,3.9959218390749633,14.0
214.0,3.950060814310894,15.0
216.0,4.1751110286666835,9.0
218.0,4.196548844773465,8.0
220.0,4.140301370935987,12.0
222.0,4.096196792749208,12.0
224.0,4.036652949053372,14.0
226.0,4.088091851185734,14.0
228.0,4.030765232196512,13.0
230.0,4.044609953132788,12.0
232.0,3.9647916377561288,18.0
234.0,3.93223828706621,19.0
236.0,3.896120151013054,18.0
238.0,3.900665395939159,16.0
240.0,3.7907399391433554,19.0
242.0,3.854556591465424,16.0
244.0,3.8117821198637274,18.0
246.0,3.8294136768543456,16.0
248.0,3.8710221750805336,16.0
250.0,3.8862916418350197,16.0
252.0,3.88971795768391,17.0
254.0,3.8526453884395853,17.0
256.0,3.8471717592498704,18.0
258.0,3.8742327663133422,15.0
260.0,3.8465604325013594,17.0
262.0,3.782233736432074,18.0
264.0,3.8564729207230926,18.0
266.0,3.888969419417219,18.0
268.0,3.902264207044813,17.0
270.0,4.021114763464623,14.0
272.0,4.0745724742952,19.0
274.0,4.202081375685111,18.0
276.0,4.437971247384128,15.0
278.0,4.357693397943719,18.0
280.0,4.173704135580049,17.0
282.0,4.173449863134868,17.0
284.0,4.325912127234243,16.0
286.0,4.251123266163841,16.0
288.0,4.361552828217604,12.0
290.0,4.150418436464965,16.0
292.0,4.113113153400915,17.0
294.0,4.116845260481677,16.0
296.0,4.110492222409251,18.0
298.0,4.150099109462386,14.0
300.0,4.1048344517818345,15.0
302.0,4.054006016104951,16.0
304.0,3.9473593309750648,14.0
306.0,3.9461179157344097,14.0
308.0,3.8226586695771254,17.0
310.0,3.994136679849178,16.0
312.0,3.937296557359407,14.0
314.0,4.109660017145409,14.0
316.0,4.223206993515074,14.0
318.0,4.061472211523407,18.0
320.0,4.3884546773489195,13.0
322.0,4.027282153625183,20.0
324.0,4.165882602937911,17.0
326.0,3.85591938865437,22.0
328.0,4.165875356232732,18.0
330.0,4.182672490872171,18.0
332.0,4.082952943378209,18.0
334.0,4.205874567026923,17.0
336.0,4.438273784826942,17.0
338.0,4.466596582004484,16.0
340.0,4.477070150180211,14.0
342.0,4.450142593995455,15.0
344.0,4.518661465995299,15.0
346.0,4.513349202560754,15.0
348.0,4.643730287709619,15.0
350.0,4.581839378485313,15.0
352.0,4.60935482291328,15.0
354.0,4.713447325437313,16.0
356.0,4.754901657729561,14.0
358.0,4.841307033084827,17.0
